battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range,screen_size,camera_quality,processor_power,memory_weight_ratio,network_type
1512,1,1.7,0,12,0,6,0.7,162,7,17,205,884,2335,15,7,7,1,1,1,2,16.55294535724685,2174640,11.9,0.037037037037037035,3
1986,0,0.5,1,3,1,51,0.1,165,8,20,282,1358,1614,17,12,3,1,1,1,1,20.808652046684813,1148868,4.0,0.3090909090909091,4
965,1,1.5,1,5,0,13,1.0,109,2,14,130,998,1138,9,8,10,0,1,0,0,12.041594578792296,648700,3.0,0.11926605504587157,0
1067,1,2.4,1,3,1,40,0.6,122,8,15,494,1989,604,16,14,11,1,0,0,0,21.2602916254693,2947698,19.2,0.32786885245901637,2
1583,1,1.6,0,5,1,42,0.8,118,3,10,275,862,3652,14,10,9,1,0,0,3,17.204650534085253,1185250,4.800000000000001,0.3559322033898305,2
1653,0,0.5,1,2,1,37,0.9,176,4,6,447,1785,3955,19,4,18,1,1,1,3,19.4164878389476,1595790,2.0,0.21022727272727273,4
1433,0,1.6,0,7,0,4,0.7,133,8,11,281,799,258,11,9,4,1,1,1,0,14.212670403551895,1571633,12.8,0.03007518796992481,3
765,0,2.9,0,0,1,18,0.1,153,7,0,6,793,1066,11,1,16,1,1,0,0,11.045361017187261,0,20.3,0.11764705882352941,2
1845,1,0.5,1,10,0,61,0.3,96,1,12,292,695,1731,9,5,6,0,0,0,1,10.295630140987,2029400,0.5,0.6354166666666666,0
752,0,0.5,1,1,0,48,0.7,87,7,13,164,728,3860,7,5,16,0,0,0,3,8.602325267042627,119392,3.5,0.5517241379310345,0
1948,0,2.8,1,8,0,16,0.1,100,5,10,631,1940,3630,9,7,17,0,1,0,3,11.40175425099138,9793120,14.0,0.16,0
1077,0,2.5,1,0,1,45,1.0,174,3,4,897,1304,1965,6,2,6,1,1,0,1,6.324555320336759,0,7.5,0.25862068965517243,2
932,1,0.5,0,1,1,60,0.7,104,4,2,268,1078,1459,6,1,19,1,1,0,0,6.082762530298219,288904,2.0,0.5769230769230769,2
1968,0,0.9,0,0,0,22,0.8,115,3,7,861,1259,2323,9,8,7,0,0,1,2,12.041594578792296,0,2.7,0.19130434782608696,2
1122,0,1.2,0,9,0,2,0.6,120,4,14,331,790,3291,11,2,13,1,1,1,2,11.180339887498949,2353410,4.8,0.016666666666666666,3
1588,0,0.5,0,0,1,61,0.8,159,1,13,1064,1594,3272,18,0,17,1,1,0,3,18.0,0,0.5,0.3836477987421384,2
601,0,2.1,0,4,0,26,0.3,101,4,18,509,548,918,9,1,12,0,0,0,0,9.055385138137417,1115728,8.4,0.25742574257425743,0
1615,0,0.5,0,14,0,15,0.1,132,4,16,622,1256,3488,16,2,3,0,0,1,3,16.1245154965971,10937248,2.0,0.11363636363636363,2
1589,1,2.2,1,2,0,58,0.1,128,4,4,957,1911,3961,16,14,14,1,0,1,3,21.2602916254693,3657654,8.8,0.453125,3
1417,1,2.7,0,2,1,56,0.9,114,6,4,494,1649,590,11,3,6,1,0,1,0,11.40175425099138,1629212,16.200000000000003,0.49122807017543857,4
1697,1,0.7,0,1,1,34,0.1,95,1,3,236,1264,3701,15,9,8,1,1,0,3,17.4928556845359,298304,0.7,0.35789473684210527,2
1330,1,1.3,1,14,0,3,0.3,83,5,17,980,1262,463,14,6,11,0,0,1,0,15.231546211727817,17314640,6.5,0.03614457831325301,2
1476,0,0.5,0,0,1,43,0.7,148,2,2,1789,1972,3644,15,10,6,1,0,1,3,18.027756377319946,0,1.0,0.2905405405405405,4
1579,1,1.5,0,0,0,27,0.2,142,6,18,831,1484,1713,16,4,10,1,1,1,1,16.492422502470642,0,9.0,0.19014084507042253,3
1277,0,3.0,0,0,1,41,0.3,200,4,3,902,1090,429,9,4,14,1,1,1,0,9.848857801796104,0,12.0,0.205,4
1089,1,0.9,1,12,1,2,0.7,145,5,15,636,1259,2765,13,12,10,1,0,1,2,17.69180601295413,9608688,4.5,0.013793103448275862,4
1663,1,2.5,1,13,1,27,0.3,169,4,14,831,1439,2084,7,1,18,1,0,0,2,7.0710678118654755,15545517,10.0,0.15976331360946747,2
1949,0,1.8,0,0,0,20,0.8,186,5,4,518,592,1125,17,10,9,0,0,0,1,19.72308292331602,0,9.0,0.10752688172043011,0
1138,0,1.1,0,5,1,48,0.6,109,3,14,233,1777,2048,6,0,18,1,1,1,2,6.0,2070205,3.3000000000000003,0.44036697247706424,4
685,0,2.7,0,7,0,17,0.3,174,6,20,725,870,1223,8,0,18,1,0,1,0,8.0,4415250,16.200000000000003,0.09770114942528736,3
1889,0,2.8,0,5,1,31,1.0,132,1,10,170,1106,3672,5,1,3,1,1,1,3,5.0990195135927845,940100,2.8,0.23484848484848486,4
857,1,2.0,1,3,0,17,0.2,195,7,9,157,948,3100,17,5,13,1,1,0,2,17.72004514666935,446508,14.0,0.08717948717948718,1
1902,0,2.8,1,6,0,50,0.8,124,8,9,1142,1393,343,11,8,18,0,1,0,0,13.601470508735444,9544836,22.4,0.4032258064516129,0
1225,1,2.4,0,0,0,15,0.1,155,5,0,840,982,1970,16,8,15,1,1,0,1,17.88854381999832,0,12.0,0.0967741935483871,1
1066,0,1.6,0,5,0,39,0.6,131,5,17,401,1586,2728,6,0,17,1,1,1,2,6.0,3179930,8.0,0.29770992366412213,3
1554,1,0.5,1,11,0,5,1.0,124,3,12,395,1579,3635,7,4,18,0,0,0,3,8.06225774829855,6860755,1.5,0.04032258064516129,0
1337,0,0.5,0,13,0,31,0.8,186,2,20,48,644,2180,7,4,16,1,0,1,1,8.06225774829855,401856,1.0,0.16666666666666666,3
1926,1,1.7,1,1,1,33,0.4,172,3,2,982,1157,2488,6,1,14,1,0,0,2,6.082762530298219,1136174,5.1,0.19186046511627908,2
869,0,1.3,1,3,0,34,0.1,104,2,4,478,539,3864,13,3,11,1,0,0,3,13.341664064126334,772926,2.6,0.3269230769230769,1
1278,1,0.5,1,1,0,54,0.1,104,8,16,581,750,1155,7,1,20,0,0,1,0,7.0710678118654755,435750,4.0,0.5192307692307693,2
1773,1,2.5,0,16,1,32,0.6,170,6,18,1215,1472,3566,17,6,13,1,0,1,3,18.027756377319946,28615680,15.0,0.18823529411764706,4
1661,1,0.8,1,1,1,6,1.0,109,7,2,594,1337,864,9,8,2,1,0,1,1,12.041594578792296,794178,5.6000000000000005,0.05504587155963303,4
1438,0,2.2,0,0,1,32,0.6,176,7,6,683,1663,869,19,13,9,1,1,1,0,23.021728866442675,0,15.400000000000002,0.18181818181818182,4
1661,1,1.4,0,0,0,29,0.3,119,2,0,536,861,591,9,2,9,1,1,1,0,9.219544457292887,0,2.8,0.24369747899159663,3
1846,1,0.6,0,1,0,19,0.7,159,1,2,83,773,1333,15,6,11,0,1,1,1,16.15549442140351,64159,0.6,0.11949685534591195,2
1260,1,2.0,1,2,1,23,0.2,123,7,10,905,1313,2208,12,11,10,1,0,1,2,16.278820596099706,2376530,14.0,0.18699186991869918,4
512,1,0.5,1,7,0,15,0.9,83,3,15,249,1849,2610,18,14,15,0,1,1,2,22.80350850198276,3222807,1.5,0.18072289156626506,2
581,0,2.2,0,0,0,59,0.7,185,5,6,803,1613,2819,19,17,9,0,0,1,2,25.495097567963924,0,11.0,0.31891891891891894,2
1872,1,2.3,0,6,0,44,0.7,134,3,15,459,1259,1955,9,4,15,1,0,1,2,9.848857801796104,3467286,6.8999999999999995,0.3283582089552239,3
687,1,1.3,0,9,1,50,0.6,151,4,20,584,1151,3416,14,6,8,1,1,0,3,15.231546211727817,6049656,5.2,0.33112582781456956,2
1062,1,2.5,1,6,0,10,0.9,160,1,13,1596,1807,3803,7,3,16,0,0,1,3,7.615773105863909,17303832,2.5,0.0625,2
1678,1,2.3,1,11,0,7,0.5,192,1,14,418,1763,574,5,3,19,1,0,0,0,5.830951894845301,8106274,2.3,0.036458333333333336,1
1417,1,0.5,0,10,1,45,0.9,166,4,19,364,1029,2129,13,9,12,1,0,1,1,15.811388300841896,3745560,2.0,0.2710843373493976,4
1074,0,2.4,1,2,1,9,0.9,103,6,14,946,952,1948,13,1,18,1,1,1,1,13.038404810405298,1801184,14.399999999999999,0.08737864077669903,4
1832,0,0.7,0,2,0,2,0.6,90,7,6,186,654,2978,18,7,18,0,0,0,2,19.313207915827967,243288,4.8999999999999995,0.022222222222222223,0
1039,0,1.3,0,0,1,12,0.8,200,8,0,1428,1827,1619,7,1,10,1,1,1,1,7.0710678118654755,0,10.4,0.06,4
1059,0,2.4,0,8,0,61,0.1,134,3,18,1613,1916,3716,15,13,11,1,1,0,3,19.849433241279208,24724064,7.199999999999999,0.4552238805970149,1
1606,0,1.4,0,3,0,57,0.1,154,4,4,1127,1924,3454,13,8,20,0,0,1,3,15.264337522473747,6505044,5.6,0.37012987012987014,2
1928,1,1.8,0,9,1,19,1.0,187,3,20,691,1580,3777,7,2,13,1,1,1,3,7.280109889280518,9826020,5.4,0.10160427807486631,4
1875,1,0.5,1,11,1,55,0.7,91,1,17,1802,1942,2712,7,2,6,1,0,1,3,7.280109889280518,38494324,0.5,0.6043956043956044,4
1128,1,1.1,0,9,1,46,0.9,135,8,10,751,1582,1434,5,0,11,1,0,0,1,5.0,10692738,8.8,0.34074074074074073,2
1748,0,1.7,1,6,1,14,0.5,146,3,7,859,1234,3968,16,12,3,1,0,1,3,20.0,6360036,5.1,0.0958904109589041,4
1413,0,0.5,1,5,0,51,0.3,117,5,11,187,517,3383,16,5,2,0,0,0,3,16.76305461424021,483395,2.5,0.4358974358974359,0
825,0,0.5,1,0,1,23,0.1,86,2,0,206,1917,3278,8,6,2,1,0,1,3,10.0,0,1.0,0.26744186046511625,4
1589,1,1.4,0,3,1,26,0.1,100,8,16,1673,1759,3970,16,8,18,1,0,1,3,17.88854381999832,8828421,11.2,0.26,4
535,1,0.5,1,8,1,54,0.5,145,8,15,710,939,2674,14,8,10,1,0,0,2,16.1245154965971,5333520,4.0,0.3724137931034483,2
1780,1,0.5,0,6,0,27,0.1,190,4,11,1331,1463,2776,19,17,14,1,1,1,3,25.495097567963924,11683518,2.0,0.14210526315789473,3
1671,0,0.6,1,7,1,61,0.1,129,2,11,263,848,2336,10,4,7,1,0,0,2,10.770329614269007,1561168,1.2,0.4728682170542636,2
1821,0,0.9,0,9,1,12,0.3,114,1,18,97,1803,2430,7,4,6,1,1,1,2,8.06225774829855,1574019,0.9,0.10526315789473684,4
1076,1,2.6,0,3,1,38,0.7,119,6,8,129,915,891,18,3,9,1,1,0,0,18.24828759089466,354105,15.600000000000001,0.31932773109243695,2
532,1,0.8,1,3,0,8,0.1,193,5,10,1213,1354,728,13,5,8,1,1,0,0,13.92838827718412,4927206,4.0,0.04145077720207254,1
777,1,2.6,0,3,0,30,0.9,148,5,17,189,1143,3886,14,10,7,1,0,0,3,17.204650534085253,648081,13.0,0.20270270270270271,1
1217,1,0.5,0,3,0,17,0.5,182,4,13,628,632,1711,7,3,9,1,0,1,1,7.615773105863909,1190688,2.0,0.09340659340659341,3
1656,1,1.6,1,0,0,16,1.0,117,7,2,320,899,2856,14,3,20,1,1,1,2,14.317821063276353,0,11.200000000000001,0.13675213675213677,3
1185,0,1.9,0,0,0,31,0.4,152,8,7,837,1642,2447,16,2,3,1,1,1,2,16.1245154965971,0,15.2,0.20394736842105263,3
577,0,2.4,0,8,1,37,0.9,161,6,20,1087,1450,814,11,7,19,1,1,1,0,13.038404810405298,12609200,14.399999999999999,0.22981366459627328,4
737,1,2.4,1,7,0,49,0.6,193,4,16,781,1463,2951,7,0,10,0,1,0,2,7.0,7998221,9.6,0.2538860103626943,0
704,0,2.2,1,4,0,53,0.2,186,6,6,251,1013,3653,7,1,15,1,1,1,2,7.0710678118654755,1017052,13.200000000000001,0.2849462365591398,3
525,1,0.5,1,5,0,51,0.5,137,8,11,262,1587,1891,18,3,12,0,1,0,1,18.24828759089466,2078970,4.0,0.3722627737226277,0
504,1,0.5,1,5,0,16,0.1,166,1,9,767,1665,701,17,15,15,1,0,1,0,22.67156809750927,6385275,0.5,0.0963855421686747,3
793,0,1.2,1,1,1,38,0.6,176,4,7,1226,1815,3139,6,1,12,1,1,1,3,6.082762530298219,2225190,4.8,0.2159090909090909,4
569,0,0.6,1,2,0,39,0.1,184,8,9,389,739,2811,7,6,7,1,0,1,1,9.219544457292887,574942,4.8,0.21195652173913043,3
1590,0,1.9,1,3,1,21,1.0,160,5,18,920,963,1701,11,4,4,1,0,1,1,11.704699910719626,2657880,9.5,0.13125,4
707,0,0.5,0,0,1,16,0.1,194,2,0,1027,1508,1853,17,14,12,1,1,1,1,22.02271554554524,0,1.0,0.08247422680412371,4
767,0,1.9,0,16,1,19,0.2,185,6,17,271,1000,2445,6,1,6,1,1,1,1,6.082762530298219,4336000,11.399999999999999,0.10270270270270271,4
1350,1,0.5,1,0,1,50,0.8,181,8,4,369,544,2287,15,1,8,1,1,0,1,15.033296378372908,0,4.0,0.27624309392265195,2
1117,1,0.6,1,0,0,31,0.2,146,2,7,1258,1627,2003,8,7,14,0,1,1,2,10.63014581273465,0,1.2,0.21232876712328766,2
641,1,1.1,0,0,1,7,0.9,192,1,3,417,759,3595,7,5,19,1,1,1,2,8.602325267042627,0,1.1,0.036458333333333336,4
1002,0,0.8,1,0,1,35,0.5,83,2,4,1345,1416,1726,16,5,19,1,0,1,1,16.76305461424021,0,1.6,0.42168674698795183,4
1408,1,2.1,1,10,0,45,0.9,89,5,14,613,1088,3952,8,6,3,0,0,1,3,10.0,6669440,10.5,0.5056179775280899,2
1900,1,2.0,1,1,0,41,0.5,190,8,6,912,1596,850,5,1,4,1,1,1,1,5.0990195135927845,1455552,16.0,0.21578947368421053,3
726,0,2.9,0,0,0,43,0.1,101,8,0,666,760,1446,17,2,8,1,1,0,0,17.11724276862369,0,23.2,0.42574257425742573,1
1544,0,2.3,0,12,1,45,0.1,113,8,20,236,857,1300,8,7,18,1,1,0,1,10.63014581273465,2427024,18.4,0.39823008849557523,2
1454,1,1.6,0,6,1,21,0.2,160,4,10,186,1100,719,14,10,10,1,1,1,0,17.204650534085253,1227600,6.4,0.13125,4
1230,1,2.2,1,6,0,26,0.8,123,5,7,416,676,988,11,5,9,0,1,1,0,12.083045973594572,1687296,11.0,0.21138211382113822,2
1552,0,1.2,0,10,1,53,0.3,180,8,18,430,658,2606,13,6,12,1,0,0,2,14.317821063276353,2829400,9.6,0.29444444444444445,2
1519,0,2.1,0,0,0,32,0.7,200,1,10,168,1239,2912,11,10,15,1,1,0,2,14.866068747318506,0,2.1,0.16,1
723,1,1.9,0,4,0,30,0.3,102,1,7,1467,1901,2339,19,9,17,0,1,1,2,21.02379604162864,11155068,1.9,0.29411764705882354,2
1191,0,2.4,1,2,0,13,0.9,169,1,7,179,1813,1028,14,6,8,1,1,1,0,15.231546211727817,649054,2.4,0.07692307692307693,3
1168,0,1.3,0,9,0,61,0.1,90,8,10,159,1578,3173,9,4,17,0,0,1,3,9.848857801796104,2258118,10.4,0.6777777777777778,2
1229,0,0.5,1,15,0,14,0.8,191,2,16,120,1878,1667,17,6,17,0,0,1,1,18.027756377319946,3380400,1.0,0.07329842931937172,2
1758,1,0.5,0,11,1,13,0.6,190,8,14,762,1864,1897,6,2,15,1,0,0,2,6.324555320336759,15624048,4.0,0.06842105263157895,2
1290,0,0.5,0,0,0,3,0.1,143,6,4,600,1109,1214,9,8,15,0,1,1,1,12.041594578792296,0,3.0,0.02097902097902098,2
574,0,2.8,1,16,0,38,0.1,90,6,17,286,1171,3269,8,7,10,0,1,0,2,10.63014581273465,5358496,16.799999999999997,0.4222222222222222,0
1271,1,0.5,0,12,0,32,0.1,113,7,15,1350,1949,445,15,14,14,0,0,1,0,20.518284528683193,31573800,3.5,0.2831858407079646,2
1170,1,1.2,0,4,0,30,0.4,83,8,15,27,1722,1073,6,4,8,1,1,0,0,7.211102550927978,185976,9.6,0.3614457831325301,1
1269,1,1.3,0,14,0,52,0.8,118,2,15,1597,1920,665,18,5,5,0,0,0,1,18.681541692269406,42927360,2.6,0.4406779661016949,0
1288,0,2.8,1,15,0,50,0.1,121,2,20,1177,1809,3129,17,6,2,0,0,0,3,18.027756377319946,31937895,5.6,0.4132231404958678,0
1366,1,0.7,1,0,1,34,0.1,150,2,9,402,964,3501,13,11,3,1,0,0,3,17.029386365926403,0,1.4,0.22666666666666666,2
1572,1,0.8,1,7,1,8,0.8,169,5,8,577,1237,3461,6,3,10,1,1,1,3,6.708203932499369,4996243,4.0,0.047337278106508875,4
1627,0,0.9,1,9,1,32,0.1,180,6,16,52,1082,3206,12,6,16,1,1,0,3,13.416407864998739,506376,5.4,0.17777777777777778,2
1701,1,0.5,0,13,1,46,0.9,115,2,15,364,828,3717,11,0,10,1,1,0,3,11.0,3918096,1.0,0.4,2
1900,1,0.5,1,0,1,55,0.9,171,1,1,934,1241,3917,15,5,18,1,0,1,3,15.811388300841896,0,0.5,0.3216374269005848,4
1974,0,1.0,0,4,0,24,0.3,80,7,13,250,545,861,7,4,6,1,0,1,0,8.06225774829855,545000,7.0,0.3,3
1197,1,0.5,1,9,0,20,0.1,129,5,10,214,1710,2885,19,7,14,1,1,1,2,20.248456731316587,3293460,2.5,0.15503875968992248,3
587,1,2.3,1,4,0,6,0.7,170,1,16,612,1793,2777,9,2,14,1,1,0,2,9.219544457292887,4389264,2.3,0.03529411764705882,1
934,0,1.1,0,7,0,24,0.8,112,5,12,1111,1463,1017,12,7,9,0,0,1,0,13.892443989449804,11377751,5.5,0.21428571428571427,2
1195,0,2.0,1,1,1,23,0.1,82,4,9,163,1100,980,13,9,17,1,0,0,0,15.811388300841896,179300,8.0,0.2804878048780488,2
1853,1,1.0,0,2,0,23,0.4,92,1,15,202,1951,2775,14,4,17,1,0,0,3,14.560219778561036,788204,1.0,0.25,1
1164,0,1.0,0,4,1,19,0.9,95,8,18,729,1704,3309,15,3,3,1,0,1,3,15.297058540778355,4968864,8.0,0.2,4
1512,1,0.5,0,8,1,18,0.1,88,3,17,1079,1897,3607,12,10,6,1,1,1,3,15.620499351813308,16374904,1.5,0.20454545454545456,4
1232,0,2.9,1,1,1,24,0.3,169,5,17,361,809,1257,16,10,16,1,0,0,0,18.867962264113206,292049,14.5,0.14201183431952663,2
1813,1,0.6,1,0,1,5,0.2,198,3,8,338,1306,759,9,3,14,1,1,0,0,9.486832980505138,0,1.7999999999999998,0.025252525252525252,2
946,1,2.6,1,17,0,5,0.1,166,3,20,1698,1771,3720,15,7,4,0,1,0,3,16.55294535724685,51121686,7.800000000000001,0.030120481927710843,0
739,1,2.3,1,2,1,58,0.1,88,3,4,1052,1536,475,7,6,6,1,0,1,0,9.219544457292887,3231744,6.8999999999999995,0.6590909090909091,4
704,1,2.7,0,8,1,29,0.2,80,1,10,1108,1509,1122,9,3,10,1,1,1,0,9.486832980505138,13375776,2.7,0.3625,4
1663,1,0.5,0,0,0,40,0.6,147,4,15,951,1545,1336,8,5,15,1,0,0,1,9.433981132056603,0,2.0,0.272108843537415,1
1966,1,1.4,1,2,0,40,0.9,185,8,18,1197,1987,1185,11,2,20,0,1,0,2,11.180339887498949,4756878,11.2,0.21621621621621623,0
1219,0,1.0,1,0,0,17,0.7,196,5,4,473,1022,705,11,3,6,0,1,1,0,11.40175425099138,0,5.0,0.08673469387755102,2
612,1,0.7,0,6,0,35,0.6,181,5,12,1294,1337,3169,14,9,6,0,0,0,2,16.64331697709324,10380468,3.5,0.19337016574585636,0
1658,1,1.4,0,0,1,39,0.7,182,1,5,410,522,3483,10,1,15,1,0,1,3,10.04987562112089,0,1.4,0.21428571428571427,4
1263,0,0.5,0,12,0,64,0.3,175,5,18,178,1883,1183,14,3,17,0,0,1,1,14.317821063276353,4022088,2.5,0.3657142857142857,2
1395,1,2.8,0,0,1,55,0.6,118,3,1,782,1787,3373,11,2,16,1,1,0,3,11.180339887498949,0,8.399999999999999,0.4661016949152542,2
621,1,2.7,1,0,0,54,0.1,151,4,20,434,910,2801,6,1,5,1,1,1,2,6.082762530298219,0,10.8,0.3576158940397351,3
652,0,0.5,1,1,0,58,0.6,142,3,2,464,781,565,18,12,9,0,0,1,0,21.633307652783937,362384,1.5,0.4084507042253521,2
1175,0,0.6,0,10,0,25,0.1,145,2,12,137,1501,3153,9,4,12,1,0,0,2,9.848857801796104,2056370,1.2,0.1724137931034483,1
561,1,1.0,0,0,0,11,0.1,163,8,10,492,1176,3421,16,2,5,1,1,1,2,16.1245154965971,0,8.0,0.06748466257668712,3
1137,0,2.2,0,6,1,3,0.9,173,5,7,1250,1285,316,15,14,17,1,0,0,0,20.518284528683193,9637500,11.0,0.017341040462427744,2
1835,1,2.3,0,4,1,11,0.1,193,7,13,385,583,448,18,17,14,1,0,0,0,24.758836806279895,897820,16.099999999999998,0.05699481865284974,2
1170,0,2.9,1,2,0,40,0.4,169,6,5,427,684,2366,16,8,2,1,1,1,1,17.88854381999832,584136,17.4,0.23668639053254437,3
1595,1,0.8,1,0,1,44,0.7,85,4,20,1024,1838,3881,14,10,9,1,0,1,3,17.204650534085253,0,3.2,0.5176470588235295,4
1719,1,2.0,0,0,0,12,0.3,122,8,7,240,904,462,6,3,5,0,0,0,0,6.708203932499369,0,16.0,0.09836065573770492,0
1770,0,2.3,1,0,0,7,0.8,128,7,6,886,1552,1480,6,1,17,1,0,0,1,6.082762530298219,0,16.099999999999998,0.0546875,1
1312,0,0.5,1,0,1,28,0.8,163,2,0,1233,1854,1087,17,16,14,1,0,0,1,23.345235059857504,0,1.0,0.17177914110429449,2
1878,0,1.5,1,5,1,56,0.3,139,5,13,183,559,2711,8,2,3,1,1,1,2,8.246211251235321,511485,7.5,0.4028776978417266,4
1871,1,2.0,0,7,1,20,0.1,81,7,14,88,1682,2144,13,12,12,1,1,1,2,17.69180601295413,1036112,14.0,0.24691358024691357,4
922,0,1.5,1,1,1,35,0.9,188,7,15,1016,1383,1165,19,6,4,1,1,1,0,19.924858845171276,1405128,10.5,0.18617021276595744,4
1975,1,1.5,0,6,1,16,0.9,128,8,11,80,655,2998,5,4,13,1,1,0,2,6.4031242374328485,314400,12.0,0.125,2
1212,0,2.6,0,1,1,46,0.3,102,4,8,611,1715,2249,14,3,4,1,1,1,2,14.317821063276353,1047865,10.4,0.45098039215686275,4
1430,1,0.9,0,3,0,56,0.1,179,3,5,569,906,752,17,8,17,0,0,1,0,18.788294228055936,1546542,2.7,0.3128491620111732,2
1958,1,1.9,1,0,0,4,0.2,190,2,3,304,637,1409,16,5,3,0,0,0,1,16.76305461424021,0,3.8,0.021052631578947368,0
1836,1,2.1,1,0,1,30,0.2,184,7,15,276,1230,3072,7,3,5,1,1,0,3,7.615773105863909,0,14.700000000000001,0.16304347826086957,2
557,1,1.6,0,0,0,24,0.5,125,3,0,1131,1315,1305,12,8,3,1,0,1,0,14.422205101855956,0,4.800000000000001,0.192,3
539,1,0.6,1,9,0,21,0.1,145,7,14,551,599,3597,14,5,9,0,0,0,2,14.866068747318506,2970441,4.2,0.14482758620689656,0
880,0,0.5,1,1,0,44,0.5,172,8,15,436,1302,3132,8,7,6,0,1,1,2,10.63014581273465,567672,4.0,0.2558139534883721,2
1369,1,1.8,1,6,0,34,0.5,162,1,7,553,727,3856,18,4,18,0,1,1,3,18.439088914585774,2412186,1.8,0.20987654320987653,2
1109,1,2.7,1,1,0,39,0.4,98,1,9,1391,1787,1524,15,10,7,1,1,1,1,18.027756377319946,2485717,2.7,0.3979591836734694,3
843,0,1.8,1,0,0,16,0.1,166,5,6,981,1096,3673,12,1,20,1,0,1,3,12.041594578792296,0,9.0,0.0963855421686747,3
598,0,2.3,1,7,0,21,0.7,196,2,10,680,1173,3293,8,4,7,1,0,1,2,8.94427190999916,5583480,4.6,0.10714285714285714,3
972,1,2.7,1,1,0,5,1.0,126,4,2,687,816,3035,12,7,19,1,0,1,2,13.892443989449804,560592,10.8,0.03968253968253968,3
1944,1,0.5,0,5,1,36,0.1,197,6,18,1060,1970,584,17,14,13,1,1,0,1,22.02271554554524,10441000,3.0,0.18274111675126903,2
1225,0,0.7,1,0,1,2,0.6,138,7,1,217,1101,2675,12,11,15,1,1,0,2,16.278820596099706,0,4.8999999999999995,0.014492753623188406,2
644,1,1.3,1,7,1,30,0.5,114,1,16,1140,1654,2382,9,0,19,1,0,1,2,9.0,13198920,1.3,0.2631578947368421,4
1919,0,1.5,0,5,1,48,0.8,150,4,6,304,1191,1391,19,13,12,1,0,1,1,23.021728866442675,1810320,6.0,0.32,4
501,0,2.3,0,12,1,54,0.3,131,4,19,504,1089,2346,13,12,2,1,0,1,1,17.69180601295413,6586272,9.2,0.4122137404580153,4
1620,1,2.2,1,0,1,30,0.2,185,3,3,832,1033,606,6,0,18,1,0,0,0,6.0,0,6.6000000000000005,0.16216216216216217,2
1227,1,1.1,1,0,0,34,0.2,130,3,3,935,1781,1324,7,3,12,0,1,1,1,7.615773105863909,0,3.3000000000000003,0.26153846153846155,2
1359,1,0.5,1,1,1,58,0.5,107,6,3,446,901,1076,16,8,4,1,1,1,0,17.88854381999832,401846,3.0,0.5420560747663551,4
1914,0,0.7,0,1,0,35,0.6,118,8,2,942,1701,643,17,1,8,1,0,1,1,17.029386365926403,1602342,5.6,0.2966101694915254,3
1645,1,1.8,0,1,0,21,0.7,123,7,2,897,1308,783,10,8,20,1,0,0,0,12.806248474865697,1173276,12.6,0.17073170731707318,1
1063,1,1.1,0,0,1,26,0.8,101,5,2,1208,1232,3809,17,16,5,1,0,1,3,23.345235059857504,0,5.5,0.25742574257425743,4
946,0,2.1,0,0,1,19,0.2,154,8,0,159,630,2104,7,4,16,1,1,0,1,8.06225774829855,0,16.8,0.12337662337662338,2
1231,0,1.2,1,5,0,54,0.8,185,3,10,632,1184,1762,5,3,6,1,1,0,1,5.830951894845301,3741440,3.5999999999999996,0.2918918918918919,1
1397,0,2.9,1,13,0,9,0.5,87,6,18,1308,1991,3137,12,1,11,1,1,1,3,12.041594578792296,33854964,17.4,0.10344827586206896,3
701,1,0.7,0,7,0,15,0.5,160,3,11,1002,1256,1756,6,3,17,1,1,1,1,6.708203932499369,8809584,2.0999999999999996,0.09375,3
570,1,0.5,1,2,0,9,0.3,111,7,5,1331,1917,3663,14,10,14,0,0,0,3,17.204650534085253,5103054,3.5,0.08108108108108109,0
1993,1,0.5,0,10,1,27,0.3,147,8,11,150,510,2437,14,0,9,1,0,0,2,14.0,765000,4.0,0.1836734693877551,2
955,0,0.5,1,4,0,43,0.9,143,5,8,1248,1511,1432,12,9,9,1,1,1,1,15.0,7542912,2.5,0.3006993006993007,3
924,0,0.5,1,0,1,47,0.3,167,8,6,108,1813,1620,17,15,12,1,0,0,1,22.67156809750927,0,4.0,0.281437125748503,2
600,0,0.5,0,0,0,14,0.8,112,5,2,320,747,1655,18,0,9,0,0,0,0,18.0,0,2.5,0.125,0
518,0,0.8,1,0,0,3,0.1,178,7,1,437,1947,2832,5,0,8,1,0,1,2,5.0,0,5.6000000000000005,0.016853932584269662,3
1063,1,2.5,0,0,1,31,0.9,95,6,10,295,935,961,16,6,5,1,1,0,0,17.08800749063506,0,15.0,0.3263157894736842,2
920,1,0.5,0,2,0,46,0.8,149,3,3,1058,1421,2608,6,0,2,0,0,1,2,6.0,3006836,1.5,0.3087248322147651,2
1715,0,1.9,0,4,1,3,0.1,171,5,6,79,1652,514,7,4,13,1,0,0,0,8.06225774829855,522032,9.5,0.017543859649122806,2
1841,1,1.3,1,6,0,14,0.6,167,8,8,593,672,2304,7,1,18,0,0,1,2,7.0710678118654755,2390976,10.4,0.08383233532934131,2
543,1,0.5,1,4,1,60,0.7,132,5,7,693,1031,933,14,0,5,1,1,0,0,14.0,2857932,2.5,0.45454545454545453,2
